catalogNumber,FAMILY,GENUS,SPECIES,SUBSPECIES,aisle,shelving_unit,shelf
ZMH-ANN-P19291,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P19292,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P19306,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P19307,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P19308,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P19309,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P23066,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P23076,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P23079,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P23087,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P23089,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P23098,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P23102,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P23113,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P23119,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P23126,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P23130,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P23139,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P23142,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P23153,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P23169,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P23170,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P23179,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P23187,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P23191,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P24367,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P25739,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P24601,Polynoidae,Harmothoe,marerubrum,,1,11,6
ZMH-ANN-P24602,Polynoidae,Harmothoe,marerubrum,,1,11,6
ZMH-ANN-V10236,Polynoidae,Harmothoe,meteroae,,1,11,6
ZMH-ANN-V00562,Polynoidae,Harmothoe,nigropunctata,,1,11,6
ZMH-ANN-V01081,Polynoidae,Harmothoe,pagenstecheri,,1,11,6
ZMH-ANN-P18015,Polynoidae,Harmothoe,paraminuta,,1,11,6
ZMH-ANN-PE0162,Polynoidae,Harmothoe,picta,,1,11,6
ZMH-ANN-PE0144,Polynoidae,Harmothoe,praeclara,,1,11,6
ZMH-ANN-P19981,Polynoidae,Harmothoe,praeclara,,1,11,6
ZMH-ANN-PE0158,Polynoidae,Harmothoe,propinqua,,1,11,6
ZMH-ANN-PE0185,Polynoidae,Harmothoe,propinqua,,1,10,3
ZMH-ANN-V09183,Polynoidae,Harmothoe,propinqua,,1,11,6
ZMH-ANN-V09039,Polynoidae,Harmothoe,quadrituberculata,,1,11,6
ZMH-ANN-PE0169,Polynoidae,Harmothoe,rarispina,,1,11,6
ZMH-ANN-V00557,Polynoidae,Harmothoe,rarispina,,1,11,6
ZMH-ANN-V03952,Polynoidae,Harmothoe,rarispina,,1,11,6
ZMH-ANN-V04347,Polynoidae,Harmothoe,rarispina,,1,11,6
ZMH-ANN-V07058,Polynoidae,Harmothoe,rarispina,,1,11,6
ZMH-ANN-V07393,Polynoidae,Harmothoe,rarispina,,1,11,6
ZMH-ANN-V11130,Polynoidae,Harmothoe,rarispina,,1,11,6
ZMH-ANN-P13230,Polynoidae,Harmothoe,sarsi,sarsi,1,11,6
ZMH-ANN-P13452,Polynoidae,Harmothoe,sarsi,sarsi,1,11,6
ZMH-ANN-P13501,Polynoidae,Harmothoe,sarsi,sarsi,1,11,6
ZMH-ANN-V08198,Polynoidae,Harmothoe,spinifera,,1,11,6
ZMH-ANN-V12980,Polynoidae,Harmothoe,spinifera,,1,11,6
ZMH-ANN-PE0112-A,Polynoidae,Harmothoe,spinosa,,1,11,6
ZMH-ANN-PE0115,Polynoidae,Harmothoe,spinosa,,1,11,6
ZMH-ANN-PE0146,Polynoidae,Harmothoe,spinosa,,1,11,6
ZMH-ANN-PE0150,Polynoidae,Harmothoe,spinosa,,1,11,6
ZMH-ANN-V01187,Polynoidae,Harmothoe,spinosa,,1,11,6
ZMH-ANN-V01188,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-V01189,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-V01190,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-V04679,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-V04680,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-V04681,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-V04682,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-V04683,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-V04684,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-V06655,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-V08531,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-V08532,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-V08533,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-V08534,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-V11532,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-V11533,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-V11783,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-V11795,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-V11819,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-V11829,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P18810,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P18811,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P18971,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P19288,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P19289,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P19303,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P19304,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P19305,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P19310,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P19311,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P19312,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P19313,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P19314,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P19315,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P19316,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P20478,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P20479,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P20480,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P21244,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P21245,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P21246,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P21910,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P21911,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P21912,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P23075,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P23080,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P23086,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P23112,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P23135,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P23140,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P23143,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P23154,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P23163,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P23171,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P24359,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P24360,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P24368,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P24369,Polynoidae,Harmothoe,spinosa,,1,11,7
ZMH-ANN-P24370,Polynoidae,Harmothoe,spinosa,,1,11,8
ZMH-ANN-P24371,Polynoidae,Harmothoe,spinosa,,1,11,8
ZMH-ANN-P24372,Polynoidae,Harmothoe,spinosa,,1,11,8
ZMH-ANN-P24389,Polynoidae,Harmothoe,spinosa,,1,11,8
ZMH-ANN-P24408,Polynoidae,Harmothoe,spinosa,,1,11,8
ZMH-ANN-P24409,Polynoidae,Harmothoe,spinosa,,1,11,8
ZMH-ANN-P24410,Polynoidae,Harmothoe,spinosa,,1,11,8
ZMH-ANN-P24468,Polynoidae,Harmothoe,spinosa,,1,11,8
ZMH-ANN-P24500,Polynoidae,Harmothoe,spinosa,,1,11,8
ZMH-ANN-P24501,Polynoidae,Harmothoe,spinosa,,1,11,8
ZMH-ANN-P24632,Polynoidae,Harmothoe,spinosa,,1,11,8
ZMH-ANN-P25740,Polynoidae,Harmothoe,spinosa,,1,11,8
ZMH-ANN-P25740-A,Polynoidae,Harmothoe,spinosa,,1,11,8
ZMH-ANN-P25740-B,Polynoidae,Harmothoe,spinosa,,1,11,8
ZMH-ANN-P25740-C,Polynoidae,Harmothoe,spinosa,,1,11,8
ZMH-ANN-P25740-D,Polynoidae,Harmothoe,spinosa,,1,11,8
ZMH-ANN-P25740-E,Polynoidae,Harmothoe,spinosa,,1,11,8
ZMH-ANN-P25740-F,Polynoidae,Harmothoe,spinosa,,1,11,8
ZMH-ANN-P25740-G,Polynoidae,Harmothoe,spinosa,,1,11,8
ZMH-ANN-P25740-H,Polynoidae,Harmothoe,spinosa,,1,11,8
ZMH-ANN-V12244,Polynoidae,Harmothoe,villosa,,1,11,8
ZMH-ANN-V07891,Polynoidae,Harmothoe,waahli,,1,11,8
ZMH-ANN-V07892,Polynoidae,Harmothoe,waahli,,1,11,8
ZMH-ANN-V10058,Polynoidae,Harmothoe,waahli,,1,11,8
ZMH-ANN-PE0143,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-PE0147-A,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-PE0148-B,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-PE0148-C,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-PE0149,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-PE0170-A1,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-PE0184-A,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V00567,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V00569,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V00570,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V00573,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V01193,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V01194,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V01195,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V03661,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V03667,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V03769,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V03775,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V03779,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V03782,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V04412,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V04699,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V04702,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V04703,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V04975,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V05326,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V05492,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V05493,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V05511,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V05723,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V05913,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V06014,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V06317,Polynoidae,Harmothoe,,,1,11,8
ZMH-ANN-V06402,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-V06767,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-V06817,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-V06823,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-V06825,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-V06851,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-V07247,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-V07268,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-V07289,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-V07296,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-V07304,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-V07321,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-V07535,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-V07563,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-V07575,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-V08322,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-V08329,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-V09201,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-V09711,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-V11342,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-P17216,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-P17252,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-P17312,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-P17525,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-P17751,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-P23137,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-P23155,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-P24633,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-P25780,Polynoidae,Harmothoe,,,1,12,1
ZMH-ANN-P19367,Polynoidae,Harmothoe/Eunoe,,,1,12,1
ZMH-ANN-V00563,Polynoidae,Hemilepidia,moretonensis,,1,12,1
ZMH-ANN-V03663,Polynoidae,Hemilepidia,,,1,12,1
ZMH-ANN-V04701,Polynoidae,Hemilepidia,,,1,12,1
ZMH-ANN-P27211,Polynoidae,Herdmanella,gracilis,,1,12,1
ZMH-ANN-PE0183-A,Polynoidae,Hermadion,magalhaensi,,1,12,1
ZMH-ANN-PE0191-B,Polynoidae,Hermadion,magalhaensi,,1,12,1
ZMH-ANN-PE0191-C,Polynoidae,Hermadion,magalhaensi,,1,12,1
ZMH-ANN-PE0191-D,Polynoidae,Hermadion,magalhaensi,,1,12,1
ZMH-ANN-PE0191-E,Polynoidae,Hermadion,magalhaensi,,1,12,1
ZMH-ANN-PE0191-F,Polynoidae,Hermadion,magalhaensi,,1,12,1
ZMH-ANN-PE0191-G,Polynoidae,Hermadion,magalhaensi,,1,12,1
ZMH-ANN-PE0191-H,Polynoidae,Hermadion,magalhaensi,,1,12,1
ZMH-ANN-PE0191-I,Polynoidae,Hermadion,magalhaensi,,1,12,1
ZMH-ANN-PE0191-J,Polynoidae,Hermadion,magalhaensi,,1,12,1
ZMH-ANN-V00575,Polynoidae,Hermadion,magalhaensi,,1,12,1
ZMH-ANN-V01191,Polynoidae,Hermadion,magalhaensi,,1,12,1
ZMH-ANN-V01192,Polynoidae,Hermadion,magalhaensi,,1,12,1
ZMH-ANN-V03116,Polynoidae,Hermadion,magalhaensi,,1,12,1
ZMH-ANN-V03548,Polynoidae,Hermadion,magalhaensi,,1,12,1
ZMH-ANN-V04686,Polynoidae,Hermadion,magalhaensi,,1,12,1
ZMH-ANN-V04687,Polynoidae,Hermadion,magalhaensi,,1,12,1
ZMH-ANN-V04688,Polynoidae,Hermadion,magalhaensi,,1,12,1
ZMH-ANN-V04689,Polynoidae,Hermadion,magalhaensi,,1,12,1
ZMH-ANN-V04690,Polynoidae,Hermadion,magalhaensi,,1,12,1
ZMH-ANN-V04691,Polynoidae,Hermadion,magalhaensi,,1,12,2
ZMH-ANN-V04692,Polynoidae,Hermadion,magalhaensi,,1,12,2
ZMH-ANN-V04693,Polynoidae,Hermadion,magalhaensi,,1,12,2
ZMH-ANN-V04694,Polynoidae,Hermadion,magalhaensi,,1,12,2
ZMH-ANN-V04695,Polynoidae,Hermadion,magalhaensi,,1,12,2
ZMH-ANN-V06840,Polynoidae,Hermadion,magalhaensi,,1,12,2
ZMH-ANN-V07682,Polynoidae,Hermadion,magalhaensi,,1,12,2
ZMH-ANN-V08537,Polynoidae,Hermadion,magalhaensi,,1,12,2
ZMH-ANN-V11831,Polynoidae,Hermadion,magalhaensi,,1,12,2
ZMH-ANN-P15343,Polynoidae,Hermadion,magalhaensi,,1,12,2
ZMH-ANN-P15443,Polynoidae,Hermadion,magalhaensi,,1,12,2
ZMH-ANN-V04550,Polynoidae,Hermadion,,,1,12,2
ZMH-ANN-V06180,Polynoidae,Hermadion,,,1,12,2
ZMH-ANN-V06189,Polynoidae,Hermadion,,,1,12,2
ZMH-ANN-V06410,Polynoidae,Hermadion,,,1,12,2
ZMH-ANN-V00504,Polynoidae,Hermenia,acantholepis,,1,12,2
ZMH-ANN-V09036,Polynoidae,Hermenia,verruculosa,,1,12,2
ZMH-ANN-V10342,Polynoidae,Hermenia,verruculosa,,1,12,2
ZMH-ANN-V12580,Polynoidae,Hesperonoe,adventor,,1,12,2
ZMH-ANN-PE0095-B,Polynoidae,Heteralentia,ptycholepis,,1,12,2
ZMH-ANN-PE0125,Polynoidae,Heteralentia,ptycholepis,,1,12,2
ZMH-ANN-P16528,Polynoidae,Hololepidella,alba,,1,12,2
ZMH-ANN-V16528,Polynoidae,Hololepidella,alba,,1,12,2
ZMH-ANN-P16529,Polynoidae,Hololepidella,alba,,1,12,2
ZMH-ANN-V16529,Polynoidae,Hololepidella,alba,,1,12,2
ZMH-ANN-V09329,Polynoidae,Hololepidella,commensalis,,1,12,2
ZMH-ANN-P17985,Polynoidae,Hololepidella,lobata,,1,12,2
ZMH-ANN-P13973,Polynoidae,Hololepidella,nigropunctat,,1,12,2
ZMH-ANN-P17988,Polynoidae,Hololepidella,nigropunctat,,1,12,2
ZMH-ANN-P17989,Polynoidae,Hololepidella,nigropunctat,,1,12,2
ZMH-ANN-P17983,Polynoidae,Hololepidella,obtusa,,1,12,2
ZMH-ANN-P17984,Polynoidae,Hololepidella,obtusa,,1,12,2
ZMH-ANN-V00588,Polynoidae,Hololepidella,,,1,12,2
ZMH-ANN-V00534,Polynoidae,Hyperhalosydna,striata,,1,12,2
ZMH-ANN-PE0186,Polynoidae,Iphione,muricata,,1,10,3
ZMH-ANN-PE0187,Polynoidae,Iphione,muricata,,1,10,3
ZMH-ANN-PE0187-A,Polynoidae,Iphione,muricata,,1,10,3
ZMH-ANN-PE0187-B,Polynoidae,Iphione,muricata,,1,10,3
ZMH-ANN-PE0187-C,Polynoidae,Iphione,muricata,,1,10,3
ZMH-ANN-V00497,Polynoidae,Iphione,muricata,,1,10,3
ZMH-ANN-V00498,Polynoidae,Iphione,muricata,,1,10,3
ZMH-ANN-V00499,Polynoidae,Iphione,muricata,,1,10,3
ZMH-ANN-V00500,Polynoidae,Iphione,muricata,,1,10,3
ZMH-ANN-P20976,Polynoidae,Iphione,muricata,,1,10,3
ZMH-ANN-V00501,Polynoidae,Iphione,ovata,,1,10,3
ZMH-ANN-V00502,Polynoidae,Iphione,ovata,,1,10,3
ZMH-ANN-P13965,Polynoidae,Iphione,ovata,,1,10,3
ZMH-ANN-P13634,Polynoidae,Iphionides,glabra,,1,10,3
ZMH-ANN-P13635,Polynoidae,Iphionides,glabra,,1,10,3
ZMH-ANN-P16507,Polynoidae,Iphionides,glabra,,1,10,3
ZMH-ANN-P23110,Polynoidae,Laetmonice,producta,,1,10,2
ZMH-ANN-P17999,Polynoidae,Lagisca,irritans,,1,12,2
ZMH-ANN-P18675,Polynoidae,Lagisca,irritans,,1,12,2
ZMH-ANN-P20630,Polynoidae,Lagisca,zibrowii,,1,12,2
ZMH-ANN-P13971,Polynoidae,Lepidasthenia,alba,,1,12,2
ZMH-ANN-P13709,Polynoidae,Lepidasthenia,brunnea,,1,12,2
ZMH-ANN-PE0189,Polynoidae,Lepidasthenia,elegans,,1,12,2
ZMH-ANN-V00587,Polynoidae,Lepidasthenia,elegans,,1,12,2
ZMH-ANN-V03362,Polynoidae,Lepidasthenia,elegans,,1,12,2
ZMH-ANN-V05978,Polynoidae,Lepidasthenia,elegans,,1,12,2
ZMH-ANN-V06316,Polynoidae,Lepidasthenia,elegans,,1,12,2
ZMH-ANN-PE0176,Polynoidae,Lepidasthenia,michaelseni,,1,12,3
ZMH-ANN-V07890,Polynoidae,Lepidasthenia,michaelseni,,1,12,3
ZMH-ANN-P16531,Polynoidae,Lepidasthenia,michaelseni,,1,12,3
ZMH-ANN-V06128,Polynoidae,Lepidasthenia,nuda,,1,12,3
ZMH-ANN-P15446,Polynoidae,Lepidasthenia,stuardi,,1,12,3
ZMH-ANN-PE0191,Polynoidae,Lepidasthenia,,,1,12,3
ZMH-ANN-P13758,Polynoidae,Lepidasthenia,,,1,12,3
ZMH-ANN-PE0188,Polynoidae,Lepidastheniella,comma,,1,12,3
ZMH-ANN-P13656,Polynoidae,Lepidonotinae,,,1,12,3
ZMH-ANN-P13657,Polynoidae,Lepidonotinae,,,1,12,3
ZMH-ANN-V00505,Polynoidae,Lepidonotus,acantholepis,,1,12,3
ZMH-ANN-PE0098,Polynoidae,Lepidonotus,achromatus,,1,12,3
ZMH-ANN-PE0091,Polynoidae,Lepidonotus,adspersus,,1,12,3
ZMH-ANN-P19982,Polynoidae,Lepidonotus,adspersus,,1,12,3
ZMH-ANN-P17455,Polynoidae,Lepidonotus,bowerbanki,,1,12,3
ZMH-ANN-P18719,Polynoidae,Lepidonotus,bowerbanki,,1,12,3
ZMH-ANN-P18763,Polynoidae,Lepidonotus,bowerbanki,,1,12,3
ZMH-ANN-P18919,Polynoidae,Lepidonotus,bowerbanki,,1,12,3
ZMH-ANN-V00511,Polynoidae,Lepidonotus,brasiliensis,,1,12,3
ZMH-ANN-PE0102,Polynoidae,Lepidonotus,carinulatus,,1,12,3
ZMH-ANN-V06142,Polynoidae,Lepidonotus,carinulatus,,1,12,3
ZMH-ANN-P13640,Polynoidae,Lepidonotus,carinulatus,,1,12,3
ZMH-ANN-P13923,Polynoidae,Lepidonotus,carinulatus,,1,12,3
ZMH-ANN-P17046,Polynoidae,Lepidonotus,carinulatus,,1,12,3
ZMH-ANN-P20974,Polynoidae,Lepidonotus,carinulatus,,1,12,3
ZMH-ANN-Polynoidae-0000002,Polynoidae,Lepidonotus,clava,semitectus,1,12,3
ZMH-ANN-P13818,Polynoidae,Lepidonotus,clava,semitectus,1,12,3
ZMH-ANN-P13848,Polynoidae,Lepidonotus,clava,semitectus,1,12,3
ZMH-ANN-P13972,Polynoidae,Lepidonotus,clava,semitectus,1,12,3
ZMH-ANN-V00510,Polynoidae,Lepidonotus,clava,,1,12,3
ZMH-ANN-V00528,Polynoidae,Lepidonotus,clava,,1,12,3
ZMH-ANN-V06020,Polynoidae,Lepidonotus,clava,,1,12,3
ZMH-ANN-V07381,Polynoidae,Lepidonotus,clava,,1,12,3
ZMH-ANN-V07673,Polynoidae,Lepidonotus,clava,,1,12,3
ZMH-ANN-V09024,Polynoidae,Lepidonotus,clava,,1,12,3
ZMH-ANN-V09105,Polynoidae,Lepidonotus,clava,,1,12,3
ZMH-ANN-V11695,Polynoidae,Lepidonotus,clava,,1,12,3
ZMH-ANN-P13992,Polynoidae,Lepidonotus,clava,,1,12,3
ZMH-ANN-PE0096,Polynoidae,Lepidonotus,cristatus,,1,12,3
ZMH-ANN-PE0099,Polynoidae,Lepidonotus,cristatus,,1,12,3
ZMH-ANN-V05759,Polynoidae,Lepidonotus,cristatus,,1,12,3
ZMH-ANN-P13993,Polynoidae,Lepidonotus,crosslandi,peruana,1,12,3
ZMH-ANN-P13994,Polynoidae,Lepidonotus,crosslandi,peruana,1,12,3
ZMH-ANN-P13817,Polynoidae,Lepidonotus,durbanensis,,1,12,3
ZMH-ANN-P13847,Polynoidae,Lepidonotus,durbanensis,,1,12,3
ZMH-ANN-P13882,Polynoidae,Lepidonotus,durbanensis,,1,12,3
ZMH-ANN-P13974,Polynoidae,Lepidonotus,durbanensis,,1,12,3
ZMH-ANN-V00525,Polynoidae,Lepidonotus,festivus,,1,12,3
ZMH-ANN-PE0093,Polynoidae,Lepidonotus,furcillatus,,1,12,3
ZMH-ANN-V07886,Polynoidae,Lepidonotus,furcillatus,,1,12,3
ZMH-ANN-V10077,Polynoidae,Lepidonotus,furcillatus,,1,12,3
ZMH-ANN-PE0127-A,Polynoidae,Lepidonotus,glaucus,,1,12,3
ZMH-ANN-V04579,Polynoidae,Lepidonotus,glaucus,,1,12,3
ZMH-ANN-V04580,Polynoidae,Lepidonotus,glaucus,,1,12,3
ZMH-ANN-P13924,Polynoidae,Lepidonotus,glaucus,,1,12,3
ZMH-ANN-V00527,Polynoidae,Lepidonotus,helotypus,,1,12,3
ZMH-ANN-P20975,Polynoidae,Lepidonotus,heterosetosus,,1,12,3
ZMH-ANN-V00530,Polynoidae,Lepidonotus,hupferi,,1,12,3
ZMH-ANN-V00531-A,Polynoidae,Lepidonotus,hupferi,,1,12,3
ZMH-ANN-V00531-B,Polynoidae,Lepidonotus,hupferi,,1,12,3
ZMH-ANN-V0531a,Polynoidae,Lepidonotus,hupferi,,1,12,3
ZMH-ANN-V0531b,Polynoidae,Lepidonotus,hupferi,,1,12,3
ZMH-ANN-V00532,Polynoidae,Lepidonotus,hupferi,,1,12,3
ZMH-ANN-V00590,Polynoidae,Lepidonotus,hupferi,,1,12,3
ZMH-ANN-V08684-A,Polynoidae,Lepidonotus,hupferi,,1,12,3
ZMH-ANN-V08684-B,Polynoidae,Lepidonotus,hupferi,,1,12,3
ZMH-ANN-V07887,Polynoidae,Lepidonotus,impatiens,,1,12,3
ZMH-ANN-PE0103,Polynoidae,Lepidonotus,jacksoni,,1,12,3
ZMH-ANN-V09486,Polynoidae,Lepidonotus,jacksoni,,1,12,3
ZMH-ANN-V09555,Polynoidae,Lepidonotus,jacksoni,,1,12,3
ZMH-ANN-V09327,Polynoidae,Lepidonotus,oculatus,,1,12,3
ZMH-ANN-PE0076,Polynoidae,Lepidonotus,polychromus,,1,12,3
