catalogNumber,FAMILY,GENUS,SPECIES,SUBSPECIES,aisle,shelving_unit,shelf
ZMH-ANN-P24623,Polynoidae,Eunoe,anderssoni,,1,10,7
ZMH-ANN-P25744,Polynoidae,Eunoe,anderssoni,,1,10,7
ZMH-ANN-P19317,Polynoidae,Eunoe,hartmanae,,1,10,7
ZMH-ANN-P23067,Polynoidae,Eunoe,hartmanae,,1,10,7
ZMH-ANN-P23071,Polynoidae,Eunoe,hartmanae,,1,10,7
ZMH-ANN-P23136,Polynoidae,Eunoe,hartmanae,,1,10,7
ZMH-ANN-P23145,Polynoidae,Eunoe,hartmanae,,1,10,7
ZMH-ANN-P25917,Polynoidae,Eunoe,hartmanae,,1,10,7
ZMH-ANN-PE0128,Polynoidae,Eunoe,nodosa,,1,10,7
ZMH-ANN-PE0130,Polynoidae,Eunoe,nodosa,,1,10,7
ZMH-ANN-PE0131,Polynoidae,Eunoe,nodosa,,1,10,7
ZMH-ANN-PE0163,Polynoidae,Eunoe,nodosa,,1,10,7
ZMH-ANN-V00555,Polynoidae,Eunoe,nodosa,,1,10,8
ZMH-ANN-V00556,Polynoidae,Eunoe,nodosa,,1,10,8
ZMH-ANN-V05150,Polynoidae,Eunoe,nodosa,,1,10,8
ZMH-ANN-V07553,Polynoidae,Eunoe,nodosa,,1,10,8
ZMH-ANN-V10577,Polynoidae,Eunoe,nodosa,,1,10,8
ZMH-ANN-V11194,Polynoidae,Eunoe,nodosa,,1,10,8
ZMH-ANN-V11244,Polynoidae,Eunoe,nodosa,,1,10,8
ZMH-ANN-V11290,Polynoidae,Eunoe,nodosa,,1,10,8
ZMH-ANN-V12245,Polynoidae,Eunoe,nodosa,,1,10,8
ZMH-ANN-V12246,Polynoidae,Eunoe,nodosa,,1,10,8
ZMH-ANN-V12909,Polynoidae,Eunoe,nodosa,,1,10,8
ZMH-ANN-V13012,Polynoidae,Eunoe,nodosa,,1,10,8
ZMH-ANN-V13019,Polynoidae,Eunoe,nodosa,,1,10,8
ZMH-ANN-V13097,Polynoidae,Eunoe,nodosa,,1,10,8
ZMH-ANN-P19035,Polynoidae,Eunoe,oerstedi,,1,10,8
ZMH-ANN-P19437,Polynoidae,Eunoe,opalina,,1,10,8
ZMH-ANN-P23095,Polynoidae,Eunoe,opalina,,1,10,8
ZMH-ANN-P23108,Polynoidae,Eunoe,opalina,,1,10,8
ZMH-ANN-P23124,Polynoidae,Eunoe,opalina,,1,10,8
ZMH-ANN-P23129,Polynoidae,Eunoe,opalina,,1,10,8
ZMH-ANN-P23161,Polynoidae,Eunoe,opalina,,1,10,8
ZMH-ANN-P23177,Polynoidae,Eunoe,opalina,,1,10,8
ZMH-ANN-P23185,Polynoidae,Eunoe,opalina,,1,10,8
ZMH-ANN-P13976,Polynoidae,Eunoe,rhizoicola,,1,10,8
ZMH-ANN-P13979,Polynoidae,Eunoe,rhizoicola,,1,10,8
ZMH-ANN-P18642,Polynoidae,Eunoe,yedoensis,,1,10,8
ZMH-ANN-P19366,Polynoidae,Eunoe,,,1,10,8
ZMH-ANN-P23282,Polynoidae,Eunoe,,,1,10,8
ZMH-ANN-P23283,Polynoidae,Eunoe,,,1,10,8
ZMH-ANN-P23284,Polynoidae,Eunoe,,,1,10,8
ZMH-ANN-P23285,Polynoidae,Eunoe,,,1,10,8
ZMH-ANN-P23286,Polynoidae,Eunoe,,,1,10,8
ZMH-ANN-P23287,Polynoidae,Eunoe,,,1,10,8
ZMH-ANN-P23288,Polynoidae,Eunoe,,,1,10,8
ZMH-ANN-P23289,Polynoidae,Eunoe,,,1,10,8
ZMH-ANN-P24722,Polynoidae,Eunoe,,,1,10,8
ZMH-ANN-P24723,Polynoidae,Eunoe,,,1,10,8
ZMH-ANN-P24724,Polynoidae,Eunoe,,,1,10,8
ZMH-ANN-P24725,Polynoidae,Eunoe,,,1,10,8
ZMH-ANN-P25747,Polynoidae,Eunoe,,,1,10,8
ZMH-ANN-PE0126-A,Polynoidae,Euphione,elisabethae,,1,10,8
ZMH-ANN-V00503,Polynoidae,Euphione,squamosa,,1,10,8
ZMH-ANN-V03221,Polynoidae,Euphione,squamosa,,1,10,8
ZMH-ANN-P15254,Polynoidae,Euphionella,patagonica,,1,10,8
ZMH-ANN-P18024,Polynoidae,Euphionella,patagonica,,1,10,8
ZMH-ANN-V00586,Polynoidae,Gastrolepidia,clavigera,,1,10,8
ZMH-ANN-V09846,Polynoidae,Gastrolepidia,clavigera,,1,10,8
ZMH-ANN-V10322,Polynoidae,Gastrolepidia,clavigera,,1,10,8
ZMH-ANN-P17862,Polynoidae,Gastrolepidia,clavigera,,1,10,8
ZMH-ANN-V00538,Polynoidae,Gattyana,cirrhosa,,1,10,8
ZMH-ANN-V00539,Polynoidae,Gattyana,cirrhosa,,1,10,8
ZMH-ANN-V00540,Polynoidae,Gattyana,cirrhosa,,1,10,8
ZMH-ANN-V03874,Polynoidae,Gattyana,cirrhosa,,1,10,8
ZMH-ANN-V03984,Polynoidae,Gattyana,cirrhosa,,1,10,8
ZMH-ANN-V04345,Polynoidae,Gattyana,cirrhosa,,1,10,8
ZMH-ANN-V09187,Polynoidae,Gattyana,cirrhosa,,1,11,1
ZMH-ANN-V10015,Polynoidae,Gattyana,cirrhosa,,1,11,1
ZMH-ANN-V10613,Polynoidae,Gattyana,cirrhosa,,1,11,1
ZMH-ANN-V11110,Polynoidae,Gattyana,cirrhosa,,1,11,1
ZMH-ANN-V11168,Polynoidae,Gattyana,cirrhosa,,1,11,1
ZMH-ANN-V11205,Polynoidae,Gattyana,cirrhosa,,1,11,1
ZMH-ANN-V11299,Polynoidae,Gattyana,cirrhosa,,1,11,1
ZMH-ANN-V11305,Polynoidae,Gattyana,cirrhosa,,1,11,1
ZMH-ANN-V12232,Polynoidae,Gattyana,cirrhosa,,1,11,1
ZMH-ANN-P13977,Polynoidae,Gattyana,cirrhosa,,1,11,1
ZMH-ANN-P15250,Polynoidae,Gattyana,cirrhosa,,1,11,1
ZMH-ANN-P15252,Polynoidae,Gattyana,cirrhosa,,1,11,1
ZMH-ANN-P16100,Polynoidae,Gattyana,cirrhosa,,1,11,1
ZMH-ANN-P16101,Polynoidae,Gattyana,cirrhosa,,1,11,1
ZMH-ANN-P16102,Polynoidae,Gattyana,cirrhosa,,1,11,1
ZMH-ANN-P16103,Polynoidae,Gattyana,cirrhosa,,1,11,1
ZMH-ANN-P16104,Polynoidae,Gattyana,cirrhosa,,1,11,1
ZMH-ANN-P16105,Polynoidae,Gattyana,cirrhosa,,1,11,1
ZMH-ANN-P16106,Polynoidae,Gattyana,cirrhosa,,1,11,1
ZMH-ANN-P19261,Polynoidae,Gattyana,cirrhosa,,1,11,1
ZMH-ANN-P23303,Polynoidae,Gattyana,cirrhosa,,1,11,1
ZMH-ANN-P13531,Polynoidae,Gesiella,jameensis,,1,11,1
ZMH-ANN-P13532,Polynoidae,Gesiella,jameensis,,1,11,1
ZMH-ANN-P13533,Polynoidae,Gesiella,jameensis,,1,11,1
ZMH-ANN-P17542,Polynoidae,Gesiella,jameensis,,1,11,1
ZMH-ANN-P22065,Polynoidae,Gesiella,jameensis,,1,11,1
ZMH-ANN-P24790,Polynoidae,Gesiella,jameensis,,1,11,1
ZMH-ANN-P18953,Polynoidae,Gorekia,crassicirris,,1,11,1
ZMH-ANN-P23097,Polynoidae,Gorekia,crassicirris,,1,11,1
ZMH-ANN-P23109,Polynoidae,Gorekia,crassicirris,,1,11,1
ZMH-ANN-P23168,Polynoidae,Gorekia,crassicirris,,1,11,1
ZMH-ANN-P23178,Polynoidae,Gorekia,crassicirris,,1,11,1
ZMH-ANN-P23189,Polynoidae,Gorekia,crassicirris,,1,11,1
ZMH-ANN-P15627,Polynoidae,Gorgoniapolynoe,caeciliae,,1,11,1
ZMH-ANN-P18490,Polynoidae,Gorgoniapolynoe,caeciliae,,1,11,1
ZMH-ANN-P18491,Polynoidae,Gorgoniapolynoe,caeciliae,,1,11,1
ZMH-ANN-P18492,Polynoidae,Gorgoniapolynoe,caeciliae,,1,11,1
ZMH-ANN-P18493,Polynoidae,Gorgoniapolynoe,caeciliae,,1,11,1
ZMH-ANN-P22069,Polynoidae,Gorgoniapolynoe,caeciliae,,1,11,1
ZMH-ANN-P18489,Polynoidae,Gorgoniapolynoe,corralophila,,1,11,1
ZMH-ANN-P13104,Polynoidae,Grubeopolynoe,tuta,,1,11,1
ZMH-ANN-PE0106,Polynoidae,Halosydna,brevisetosa,,1,11,1
ZMH-ANN-PE0107,Polynoidae,Halosydna,brevisetosa,,1,11,1
ZMH-ANN-PE0108,Polynoidae,Halosydna,brevisetosa,,1,11,1
ZMH-ANN-V09887,Polynoidae,Halosydna,brevisetosa,,1,11,1
ZMH-ANN-V12594,Polynoidae,Halosydna,brevisetosa,,1,11,1
ZMH-ANN-P13890,Polynoidae,Halosydna,brevisetosa,,1,11,1
ZMH-ANN-P15449,Polynoidae,Halosydna,brevisetosa,,1,11,1
ZMH-ANN-V00579,Polynoidae,Halosydna,gelatinosa,,1,11,1
ZMH-ANN-V00581,Polynoidae,Halosydna,gelatinosa,,1,11,1
ZMH-ANN-V00582,Polynoidae,Halosydna,gelatinosa,,1,11,1
ZMH-ANN-V00585,Polynoidae,Halosydna,gelatinosa,,1,11,1
ZMH-ANN-PE0110,Polynoidae,Halosydna,johnsoni,,1,11,1
ZMH-ANN-PE0122,Polynoidae,Halosydna,johnsoni,,1,11,1
ZMH-ANN-V05929,Polynoidae,Halosydna,johnsoni,,1,11,1
ZMH-ANN-V00536,Polynoidae,Halosydna,leucohyba,,1,11,1
ZMH-ANN-V09062,Polynoidae,Halosydna,leucohyba,,1,11,1
ZMH-ANN-V09601,Polynoidae,Halosydna,leucohyba,,1,11,2
ZMH-ANN-V09611,Polynoidae,Halosydna,leucohyba,,1,11,2
ZMH-ANN-PE0180,Polynoidae,Halosydna,patagonica,,1,11,2
ZMH-ANN-PE0181,Polynoidae,Halosydna,patagonica,,1,11,2
ZMH-ANN-PE0182,Polynoidae,Halosydna,patagonica,,1,11,2
ZMH-ANN-PE0182-A,Polynoidae,Halosydna,patagonica,,1,11,2
ZMH-ANN-PE0182-C,Polynoidae,Halosydna,patagonica,,1,11,2
ZMH-ANN-V00542,Polynoidae,Halosydna,patagonica,,1,11,2
ZMH-ANN-V00580,Polynoidae,Halosydna,patagonica,,1,11,2
ZMH-ANN-V00583,Polynoidae,Halosydna,patagonica,,1,11,2
ZMH-ANN-V00584,Polynoidae,Halosydna,patagonica,,1,11,2
ZMH-ANN-V04441,Polynoidae,Halosydna,patagonica,,1,11,2
ZMH-ANN-V05798,Polynoidae,Halosydna,patagonica,,1,11,2
ZMH-ANN-P15450,Polynoidae,Halosydna,patagonica,,1,11,2
ZMH-ANN-V00537,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V00543,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V01196,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V03055,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V03154,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V03346,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V03643,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V03647,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V03733,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V05997,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V05998,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V06004,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V06347,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V06353,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V06502,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V06503,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V08133,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V08936,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V08941,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V08964,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V09196,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V09774,Polynoidae,Halosydna,,,1,11,2
ZMH-ANN-V11178,Polynoidae,Halosydnella,brasiliensis,,1,11,2
ZMH-ANN-V02885,Polynoidae,Harmothoe,aculeata,,1,11,2
ZMH-ANN-V09033,Polynoidae,Harmothoe,aculeata,,1,11,2
ZMH-ANN-V08730,Polynoidae,Harmothoe,aequiseta,,1,11,2
ZMH-ANN-V08780,Polynoidae,Harmothoe,aequiseta,,1,11,2
ZMH-ANN-V00560,Polynoidae,Harmothoe,aerolata,,1,11,2
ZMH-ANN-P13981,Polynoidae,Harmothoe,aerolata,,1,11,2
ZMH-ANN-P17309,Polynoidae,Harmothoe,aerolata,,1,11,2
ZMH-ANN-V00576,Polynoidae,Harmothoe,africana,,1,11,2
ZMH-ANN-V00593,Polynoidae,Harmothoe,africana,,1,11,2
ZMH-ANN-P13980,Polynoidae,Harmothoe,africana,,1,11,2
ZMH-ANN-P13601,Polynoidae,Harmothoe,anoculata,,1,11,2
ZMH-ANN-P13602,Polynoidae,Harmothoe,anoculata,,1,11,2
ZMH-ANN-PE0147-B,Polynoidae,Harmothoe,antarctica,,1,11,2
ZMH-ANN-PE0148-A,Polynoidae,Harmothoe,antarctica,,1,11,2
ZMH-ANN-PE0151,Polynoidae,Harmothoe,antarctica,,1,11,2
ZMH-ANN-PE0151-B,Polynoidae,Harmothoe,antarctica,,1,11,2
ZMH-ANN-V03553,Polynoidae,Harmothoe,antarctica,,1,11,2
ZMH-ANN-V12952,Polynoidae,Harmothoe,antilopes,,1,11,2
ZMH-ANN-P13786,Polynoidae,Harmothoe,antilopes,,1,11,2
ZMH-ANN-P19587,Polynoidae,Harmothoe,antilopes,,1,11,2
ZMH-ANN-P24631,Polynoidae,Harmothoe,campoglacialis,,1,11,2
ZMH-ANN-P13983,Polynoidae,Harmothoe,ciliata,,1,11,3
ZMH-ANN-P13984,Polynoidae,Harmothoe,ciliata,,1,11,3
ZMH-ANN-V11793,Polynoidae,Harmothoe,corrientis,,1,11,3
ZMH-ANN-V11822,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-V11827,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P23065,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P23073,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P23082,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P23085,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P23101,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P23111,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P23115,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P23125,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P23138,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P23141,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P23152,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P23180,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P23192,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P24357,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P24364,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P24365,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P24406,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P24407,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P24467,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P24502,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P25737,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P25737-A,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P25737-B,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-P25737-C,Polynoidae,Harmothoe,crosetensis,,1,11,3
ZMH-ANN-V00565,Polynoidae,Harmothoe,crucis,,1,11,3
ZMH-ANN-V01913,Polynoidae,Harmothoe,crucis,,1,11,3
ZMH-ANN-V10373,Polynoidae,Harmothoe,crucis,,1,11,3
ZMH-ANN-V10662,Polynoidae,Harmothoe,crucis,,1,11,3
ZMH-ANN-PE0155,Polynoidae,Harmothoe,dictyophora,,1,11,3
ZMH-ANN-V00566,Polynoidae,Harmothoe,dictyophora,,1,11,3
ZMH-ANN-V07893,Polynoidae,Harmothoe,dictyophora,,1,11,3
ZMH-ANN-V10268,Polynoidae,Harmothoe,ernesti,,1,11,3
ZMH-ANN-PE0112-B,Polynoidae,Harmothoe,exanthema,,1,11,3
ZMH-ANN-PE0171,Polynoidae,Harmothoe,exanthema,,1,11,3
ZMH-ANN-V04685,Polynoidae,Harmothoe,exanthema,,1,11,3
ZMH-ANN-P13995,Polynoidae,Harmothoe,exanthema,,1,11,3
ZMH-ANN-P15461,Polynoidae,Harmothoe,exanthema,,1,11,3
ZMH-ANN-PE0167,Polynoidae,Harmothoe,extenuata,,1,11,3
ZMH-ANN-PE0168,Polynoidae,Harmothoe,extenuata,,1,11,3
ZMH-ANN-V00564,Polynoidae,Harmothoe,extenuata,,1,11,3
ZMH-ANN-V08536,Polynoidae,Harmothoe,extenuata,,1,11,3
ZMH-ANN-PE0174,Polynoidae,Harmothoe,fraserthomsoni,,1,11,3
ZMH-ANN-PE0145,Polynoidae,Harmothoe,fulgineum,,1,11,3
ZMH-ANN-PE0170-A,Polynoidae,Harmothoe,fulgineum,,1,11,3
ZMH-ANN-P18966,Polynoidae,Harmothoe,fulgineum,,1,11,3
ZMH-ANN-P18968,Polynoidae,Harmothoe,fulgineum,,1,11,3
ZMH-ANN-P18970,Polynoidae,Harmothoe,fulgineum,,1,11,3
ZMH-ANN-P23074,Polynoidae,Harmothoe,fullo,,1,11,3
ZMH-ANN-P24358,Polynoidae,Harmothoe,fullo,,1,11,3
ZMH-ANN-P24366,Polynoidae,Harmothoe,fullo,,1,11,3
ZMH-ANN-P25741,Polynoidae,Harmothoe,fullo,,1,11,3
ZMH-ANN-V00541,Polynoidae,Harmothoe,globifera,,1,11,3
ZMH-ANN-V01142,Polynoidae,Harmothoe,globifera,,1,11,3
ZMH-ANN-V11424,Polynoidae,Harmothoe,globifera,,1,11,3
ZMH-ANN-V00529,Polynoidae,Harmothoe,goreensis,,1,11,3
ZMH-ANN-V00571,Polynoidae,Harmothoe,goreensis,,1,11,3
ZMH-ANN-V08650,Polynoidae,Harmothoe,goreensis,,1,11,4
ZMH-ANN-V08651,Polynoidae,Harmothoe,goreensis,,1,11,4
ZMH-ANN-P13831,Polynoidae,Harmothoe,goreensis,,1,11,4
ZMH-ANN-P13997,Polynoidae,Harmothoe,goreensis,,1,11,4
ZMH-ANN-V06140,Polynoidae,Harmothoe,grisea,,1,11,4
ZMH-ANN-V06141,Polynoidae,Harmothoe,grisea,,1,11,4
ZMH-ANN-PE0157,Polynoidae,Harmothoe,hirsuta,,1,11,4
ZMH-ANN-V05927,Polynoidae,Harmothoe,hirsuta,,1,11,4
ZMH-ANN-Polynoidae-0000000,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-PE0132,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-PE0133,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-PE0135,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-PE0138,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-PE0140,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-PE0141,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-PE0142,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V00545,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V00546,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V00547,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V00548,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V00549,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V00550,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V00551,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V00552,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V00553,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V00554,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V00558,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V00572,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V04348,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V05204,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V05381,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V07557,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V08110,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V09881,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V09930,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V09931,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V11036,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V11257,Polynoidae,Harmothoe,imbricata,,1,5,4
ZMH-ANN-V11604,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V11606,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V11663,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V12032,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V12033,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V12034,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V12035,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V12036,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V12037,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V12062,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V12076,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-V12973,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-P13290,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-P13985,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-P13986,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-P23266,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-P23267,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-P23268,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-P23269,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-P23270,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-P23271,Polynoidae,Harmothoe,imbricata,,1,11,4
ZMH-ANN-P23272,Polynoidae,Harmothoe,imbricata,,1,11,5
ZMH-ANN-P23273,Polynoidae,Harmothoe,imbricata,,1,11,5
ZMH-ANN-P23274,Polynoidae,Harmothoe,imbricata,,1,11,5
ZMH-ANN-P23275,Polynoidae,Harmothoe,imbricata,,1,11,5
ZMH-ANN-P23276,Polynoidae,Harmothoe,imbricata,,1,11,5
ZMH-ANN-P23302,Polynoidae,Harmothoe,imbricata,,1,11,5
ZMH-ANN-P30820,Polynoidae,Harmothoe,imbricata,,1,11,5
ZMH-ANN-PE0151-C,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-V03968,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-V07385,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-V07852,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-V09882,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-V09943,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-V09947,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-V10573,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-V10586,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-V10587,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-V10588,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-V10621,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-V10624,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-V11241,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-V11428,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-V12063,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-V12901,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-V13060,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-V13069,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-V13082,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-P13161,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-P13987,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-P16061,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-P16062,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-P16063,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-P16064,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-P16065,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-P16066,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-P17310,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-P17311,Polynoidae,Harmothoe,impar,,1,11,5
ZMH-ANN-V12940,Polynoidae,Harmothoe,johnstoni,,1,11,5
ZMH-ANN-P13700,Polynoidae,Harmothoe,johnstoni,,1,11,5
ZMH-ANN-P13749,Polynoidae,Harmothoe,johnstoni,,1,11,5
ZMH-ANN-P13752,Polynoidae,Harmothoe,johnstoni,,1,11,5
ZMH-ANN-P13988,Polynoidae,Harmothoe,juvenalis,,1,11,5
ZMH-ANN-P13989,Polynoidae,Harmothoe,juvenalis,,1,11,5
ZMH-ANN-V07020,Polynoidae,Harmothoe,longisetis,,1,11,5
ZMH-ANN-V09020,Polynoidae,Harmothoe,longisetis,,1,11,5
ZMH-ANN-P19586,Polynoidae,Harmothoe,longisetis,,1,11,5
ZMH-ANN-P19590,Polynoidae,Harmothoe,longisetis,,1,11,5
ZMH-ANN-V11823,Polynoidae,Harmothoe,magellanica,,1,11,5
ZMH-ANN-V11826,Polynoidae,Harmothoe,magellanica,,1,11,5
ZMH-ANN-P13982,Polynoidae,Harmothoe,magellanica,,1,11,5
ZMH-ANN-P17911,Polynoidae,Harmothoe,magellanica,,1,11,5
ZMH-ANN-P17991,Polynoidae,Harmothoe,magellanica,,1,11,5
ZMH-ANN-P18009,Polynoidae,Harmothoe,magellanica,,1,11,5
ZMH-ANN-P18048,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P18809,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P18967,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P18969,Polynoidae,Harmothoe,magellanica,,1,11,6
ZMH-ANN-P19290,Polynoidae,Harmothoe,magellanica,,1,11,6
